timestamp,symbol,close
2025-12-15 21:39:29.003796,BTCUSDT,50024.8418767957
2025-12-15 21:39:29.003796,ETHUSDT,4071.458284437042
2025-12-15 21:40:29.003796,BTCUSDT,50017.925705133246
2025-12-15 21:40:29.003796,ETHUSDT,4047.307226453633
2025-12-15 21:41:29.003796,BTCUSDT,50050.33223584841
2025-12-15 21:41:29.003796,ETHUSDT,4006.001452646913
2025-12-15 21:42:29.003796,BTCUSDT,50126.61846452244
2025-12-15 21:42:29.003796,ETHUSDT,3975.2502689860676
2025-12-15 21:43:29.003796,BTCUSDT,50114.88252170443
2025-12-15 21:43:29.003796,ETHUSDT,4041.8041169829453
2025-12-15 21:44:29.003796,BTCUSDT,50103.15014915754
2025-12-15 21:44:29.003796,ETHUSDT,4025.8632782205395
2025-12-15 21:45:29.003796,BTCUSDT,50182.33619532291
2025-12-15 21:45:29.003796,ETHUSDT,4055.699832720761
2025-12-15 21:46:29.003796,ETHUSDT,4045.010348741248
2025-12-15 21:46:29.003796,BTCUSDT,50220.86264428582
2025-12-15 21:47:29.003796,ETHUSDT,4064.315081921776
2025-12-15 21:47:29.003796,BTCUSDT,50197.29076926349
2025-12-15 21:48:29.003796,ETHUSDT,3986.7102316134287
2025-12-15 21:48:29.003796,BTCUSDT,50224.53320319095
2025-12-15 21:49:29.003796,ETHUSDT,4077.9455227657504
2025-12-15 21:49:29.003796,BTCUSDT,50201.26365806724
2025-12-15 21:50:29.003796,BTCUSDT,50177.888879502294
2025-12-15 21:50:29.003796,ETHUSDT,4020.5533130047575
2025-12-15 21:51:29.003796,BTCUSDT,50190.03150444727
2025-12-15 21:51:29.003796,ETHUSDT,4115.1649338981
2025-12-15 21:52:29.003796,BTCUSDT,50094.09571398293
2025-12-15 21:52:29.003796,ETHUSDT,3971.1863519344975
2025-12-15 21:53:29.003796,BTCUSDT,50007.76199567343
2025-12-15 21:53:29.003796,ETHUSDT,4087.263909898668
2025-12-15 21:54:29.003796,ETHUSDT,4008.6746086930443
2025-12-15 21:54:29.003796,BTCUSDT,49979.6511586652
2025-12-15 21:55:29.003796,BTCUSDT,49929.05583917047
2025-12-15 21:55:29.003796,ETHUSDT,3963.1724501695057
2025-12-15 21:56:29.003796,ETHUSDT,3972.4906109368994
2025-12-15 21:56:29.003796,BTCUSDT,49944.74837732693
2025-12-15 21:57:29.003796,BTCUSDT,49899.41792703918
2025-12-15 21:57:29.003796,ETHUSDT,3977.947710212635
2025-12-15 21:58:29.003796,ETHUSDT,4010.947969463296
2025-12-15 21:58:29.003796,BTCUSDT,49828.994535720005
2025-12-15 21:59:29.003796,BTCUSDT,49902.07988586157
2025-12-15 21:59:29.003796,ETHUSDT,4020.266567553469
2025-12-15 22:00:29.003796,BTCUSDT,49890.81445066035
2025-12-15 22:00:29.003796,ETHUSDT,3964.763866842692
2025-12-15 22:01:29.003796,BTCUSDT,49894.183601545694
2025-12-15 22:01:29.003796,ETHUSDT,3992.4332864796925
2025-12-15 22:02:29.003796,ETHUSDT,4096.502372142688
2025-12-15 22:02:29.003796,BTCUSDT,49823.14757020158
2025-12-15 22:03:29.003796,ETHUSDT,4074.1390839441465
2025-12-15 22:03:29.003796,BTCUSDT,49796.032090651854
2025-12-15 22:04:29.003796,ETHUSDT,4009.9095375941424
2025-12-15 22:04:29.003796,BTCUSDT,49801.555901840686
2025-12-15 22:05:29.003796,BTCUSDT,49744.26760640664
2025-12-15 22:05:29.003796,ETHUSDT,3986.5562302928083
2025-12-15 22:06:29.003796,BTCUSDT,49762.95994028696
2025-12-15 22:06:29.003796,ETHUSDT,3991.7791627531305
2025-12-15 22:07:29.003796,BTCUSDT,49733.07935583781
2025-12-15 22:07:29.003796,ETHUSDT,4014.6606599867896
2025-12-15 22:08:29.003796,ETHUSDT,3931.974850320177
2025-12-15 22:08:29.003796,BTCUSDT,49718.57464300163
2025-12-15 22:09:29.003796,ETHUSDT,3968.4512319133987
2025-12-15 22:09:29.003796,BTCUSDT,49688.667646409434
2025-12-15 22:10:29.003796,BTCUSDT,49780.790173442896
2025-12-15 22:10:29.003796,ETHUSDT,3903.418206712694
2025-12-15 22:11:29.003796,ETHUSDT,4006.768252658145
2025-12-15 22:11:29.003796,BTCUSDT,49780.11827546468
2025-12-15 22:12:29.003796,BTCUSDT,49727.493136318626
2025-12-15 22:12:29.003796,ETHUSDT,4016.0093851642546
2025-12-15 22:13:29.003796,BTCUSDT,49768.41305971981
2025-12-15 22:13:29.003796,ETHUSDT,3961.9454604682196
2025-12-15 22:14:29.003796,BTCUSDT,49707.69068247307
2025-12-15 22:14:29.003796,ETHUSDT,4061.1607791128854
2025-12-15 22:15:29.003796,ETHUSDT,3921.796150474767
2025-12-15 22:15:29.003796,BTCUSDT,49718.073893748064
2025-12-15 22:16:29.003796,BTCUSDT,49620.738273724804
2025-12-15 22:16:29.003796,ETHUSDT,3904.0255524129975
2025-12-15 22:17:29.003796,BTCUSDT,49554.876449473784
2025-12-15 22:17:29.003796,ETHUSDT,3984.5151778964255
2025-12-15 22:18:29.003796,BTCUSDT,49564.6328439914
2025-12-15 22:18:29.003796,ETHUSDT,4026.232885770092
2025-12-15 22:19:29.003796,BTCUSDT,49601.248186835976
2025-12-15 22:19:29.003796,ETHUSDT,4060.271275783052
2025-12-15 22:20:29.003796,ETHUSDT,3953.640726607333
2025-12-15 22:20:29.003796,BTCUSDT,49609.748995846334
2025-12-15 22:21:29.003796,ETHUSDT,4030.174764391118
2025-12-15 22:21:29.003796,BTCUSDT,49604.012045325886
2025-12-15 22:22:29.003796,BTCUSDT,49589.078342392386
2025-12-15 22:22:29.003796,ETHUSDT,3973.4192770685077
2025-12-15 22:23:29.003796,ETHUSDT,3962.3174734679897
2025-12-15 22:23:29.003796,BTCUSDT,49515.81397441718
2025-12-15 22:24:29.003796,BTCUSDT,49480.18312837141
2025-12-15 22:24:29.003796,ETHUSDT,4012.9939845766185
2025-12-15 22:25:29.003796,BTCUSDT,49457.3958863748
2025-12-15 22:25:29.003796,ETHUSDT,4000.0598971031586
2025-12-15 22:26:29.003796,BTCUSDT,49509.70604306042
2025-12-15 22:26:29.003796,ETHUSDT,3891.7627547344127
2025-12-15 22:27:29.003796,ETHUSDT,4045.430301894033
2025-12-15 22:27:29.003796,BTCUSDT,49526.721406795645
2025-12-15 22:28:29.003796,ETHUSDT,4035.373411818964
2025-12-15 22:28:29.003796,BTCUSDT,49439.480735193196
2025-12-15 22:29:29.003796,ETHUSDT,3936.0522174221155
2025-12-15 22:29:29.003796,BTCUSDT,49455.50587495987
2025-12-15 22:30:29.003796,BTCUSDT,49436.46510234576
2025-12-15 22:30:29.003796,ETHUSDT,3985.9780828126163
2025-12-15 22:31:29.003796,ETHUSDT,3988.8822170392027
2025-12-15 22:31:29.003796,BTCUSDT,49403.01179541777
2025-12-15 22:32:29.003796,BTCUSDT,49433.23969023114
